Wavenumber,Transmission
cm^{-1},a.u.
3007.9438,0.89686
3006.9794,0.8973
3006.015,0.89695
3005.0506,0.89678
3004.0862,0.89686
3003.1218,0.89695
3002.1575,0.89678
3001.1931,0.89617
3000.2287,0.89547
2999.2643,0.89599
2998.2999,0.89695
2997.3355,0.89738
2996.3711,0.89825
2995.4067,0.89877
2994.4423,0.89799
2993.4779,0.89791
2992.5135,0.89956
2991.5491,0.90077
2990.5847,0.90086
2989.6203,0.90077
2988.6559,0.90095
2987.6916,0.90121
2986.7272,0.90173
2985.7628,0.90216
2984.7984,0.90321
2983.834,0.90468
2982.8696,0.90529
2981.9052,0.90494
2980.9408,0.90486
2979.9764,0.90486
2979.012,0.90416
2978.0476,0.90451
2977.0832,0.90573
2976.1188,0.90555
2975.1544,0.90416
2974.19,0.90373
2973.2256,0.90451
2972.2613,0.90529
2971.2969,0.90494
2970.3325,0.90347
2969.3681,0.90303
2968.4037,0.90477
2967.4393,0.90625
2966.4749,0.90651
2965.5105,0.90668
2964.5461,0.90633
2963.5817,0.90512
2962.6173,0.90494
2961.6529,0.90668
2960.6885,0.90903
2959.7241,0.90938
2958.7597,0.90799
2957.7953,0.90651
2956.831,0.90659
2955.8666,0.90746
2954.9022,0.9079
2953.9378,0.90781
2952.9734,0.90712
2952.009,0.90633
2951.0446,0.90659
2950.0802,0.90781
2949.1158,0.90807
2948.1514,0.90694
2947.187,0.90659
2946.2226,0.90738
2945.2582,0.90816
2944.2938,0.90972
2943.3294,0.91103
2942.365,0.91016
2941.4007,0.90851
2940.4363,0.90833
2939.4719,0.9105
2938.5075,0.91294
2937.5431,0.91294
2936.5787,0.9119
2935.6143,0.91216
2934.6499,0.91311
2933.6855,0.91346
2932.7211,0.91302
2931.7567,0.91276
2930.7923,0.91276
2929.8279,0.9132
2928.8635,0.91363
2927.8991,0.91424
2926.9347,0.91502
2925.9704,0.91468
2925.006,0.91372
2924.0416,0.91311
2923.0772,0.91302
2922.1128,0.91424
2921.1484,0.91598
2920.184,0.91633
2919.2196,0.91546
2918.2552,0.91589
2917.2908,0.91754
2916.3264,0.91763
2915.362,0.91615
2914.3976,0.91502
2913.4332,0.91459
2912.4688,0.91415
2911.5044,0.91346
2910.5401,0.91259
2909.5757,0.91294
2908.6113,0.91415
2907.6469,0.91372
2906.6825,0.91233
2905.7181,0.91285
2904.7537,0.91389
2903.7893,0.91259
2902.8249,0.90981
2901.8605,0.9079
2900.8961,0.90781
2899.9317,0.90868
2898.9673,0.90946
2898.0029,0.90938
2897.0386,0.90877
2896.0741,0.90825
2895.1098,0.90781
2894.1454,0.90668
2893.181,0.90555
2892.2166,0.9046
2891.2522,0.90329
2890.2878,0.90234
2889.3234,0.90268
2888.359,0.90347
2887.3946,0.9039
2886.4302,0.90434
2885.4658,0.90468
2884.5014,0.90468
2883.537,0.90529
2882.5726,0.90633
2881.6083,0.90651
2880.6438,0.90677
2879.6795,0.90772
2878.7151,0.90807
2877.7507,0.90703
2876.7863,0.90677
2875.8219,0.90781
2874.8575,0.90868
2873.8931,0.90825
2872.9287,0.90781
2871.9643,0.90877
2870.9999,0.91059
2870.0355,0.91137
2869.0711,0.91198
2868.1067,0.91276
2867.1423,0.91285
2866.1779,0.91337
2865.2135,0.9145
2864.2492,0.91441
2863.2848,0.91285
2862.3204,0.91181
2861.356,0.91207
2860.3916,0.91224
2859.4272,0.91155
2858.4628,0.91163
2857.4984,0.91268
2856.534,0.9132
2855.5696,0.91311
2854.6052,0.91355
2853.6408,0.91494
2852.6764,0.91676
2851.712,0.91893
2850.7476,0.92102
2849.7833,0.92223
2848.8189,0.92215
2847.8545,0.92154
2846.8901,0.92189
2845.9257,0.9231
2844.9613,0.9231
2843.9969,0.92137
2843.0325,0.91945
2842.0681,0.91945
2841.1037,0.92154
2840.1393,0.92432
2839.1749,0.92588
2838.2105,0.92614
2837.2461,0.92554
2836.2818,0.92397
2835.3173,0.92276
2834.353,0.92371
2833.3886,0.9258
2832.4242,0.92745
2831.4598,0.92823
2830.4954,0.92806
2829.531,0.92693
2828.5666,0.92554
2827.6022,0.92554
2826.6378,0.9271
2825.6734,0.92788
2824.709,0.92736
2823.7446,0.92727
2822.7802,0.92849
2821.8158,0.93005
2820.8515,0.93058
2819.887,0.92979
2818.9227,0.92866
2817.9583,0.92823
2816.9939,0.92875
2816.0295,0.92919
2815.0651,0.92901
2814.1007,0.92936
2813.1363,0.93101
2812.1719,0.93214
2811.2075,0.93223
2810.2431,0.93257
2809.2787,0.93292
2808.3143,0.93292
2807.3499,0.93327
2806.3855,0.93336
2805.4212,0.93275
2804.4567,0.93257
2803.4924,0.93214
2802.528,0.93118
2801.5636,0.93084
2800.5992,0.9311
2799.6348,0.93101
2798.6704,0.93075
2797.706,0.93101
2796.7416,0.93197
2795.7772,0.93353
2794.8128,0.9344
2793.8484,0.93405
2792.884,0.93396
2791.9196,0.93457
2790.9552,0.93475
2789.9909,0.93423
2789.0265,0.93405
2788.0621,0.93483
2787.0977,0.93544
2786.1333,0.93562
2785.1689,0.93631
2784.2045,0.93779
2783.2401,0.9397
2782.2757,0.94161
2781.3113,0.94265
2780.3469,0.94205
2779.3825,0.94083
2778.4181,0.9397
2777.4537,0.93909
2776.4893,0.93874
2775.5249,0.93935
2774.5606,0.94109
2773.5962,0.94205
2772.6318,0.94135
2771.6674,0.94039
2770.703,0.93987
2769.7386,0.93953
2768.7742,0.93883
