Wavenumber,Transmission
cm^{-1},a.u.
3390.8081,0.67237
3389.8437,0.67217
3388.8793,0.67143
3387.9149,0.67078
3386.9505,0.67014
3385.9861,0.66985
3385.0217,0.67064
3384.0573,0.67162
3383.093,0.67202
3382.1286,0.67212
3381.1642,0.67182
3380.1998,0.67113
3379.2354,0.67044
3378.271,0.66975
3377.3066,0.6692
3376.3422,0.66915
3375.3778,0.6691
3374.4134,0.66925
3373.449,0.66965
3372.4846,0.6696
3371.5202,0.66925
3370.5558,0.6692
3369.5914,0.66876
3368.627,0.66777
3367.6627,0.66718
3366.6983,0.66723
3365.7339,0.66752
3364.7695,0.66792
3363.8051,0.66836
3362.8407,0.66831
3361.8763,0.66733
3360.9119,0.66584
3359.9475,0.66471
3358.9831,0.66421
3358.0187,0.66411
3357.0543,0.66436
3356.0899,0.66466
3355.1255,0.66456
3354.1611,0.66382
3353.1968,0.66278
3352.2324,0.66248
3351.268,0.66317
3350.3036,0.66357
3349.3392,0.66322
3348.3748,0.66238
3347.4104,0.66135
3346.446,0.66016
3345.4816,0.65927
3344.5172,0.65902
3343.5528,0.65888
3342.5884,0.65942
3341.624,0.66085
3340.6596,0.6614
3339.6952,0.65981
3338.7308,0.65739
3337.7665,0.65561
3336.802,0.65502
3335.8377,0.65547
3334.8733,0.65645
3333.9089,0.657
3332.9445,0.65631
3331.9801,0.65428
3331.0157,0.65206
3330.0513,0.65067
3329.0869,0.65042
3328.1225,0.65047
3327.1581,0.65003
3326.1937,0.64954
3325.2293,0.64865
3324.2649,0.64731
3323.3005,0.64642
3322.3362,0.64578
3321.3717,0.64479
3320.4074,0.6438
3319.443,0.64272
3318.4786,0.64079
3317.5142,0.63827
3316.5498,0.63679
3315.5854,0.63713
3314.621,0.63743
3313.6566,0.63609
3312.6922,0.63417
3311.7278,0.63249
3310.7634,0.63091
3309.799,0.62942
3308.8346,0.62789
3307.8702,0.62611
3306.9059,0.62478
3305.9415,0.62389
3304.9771,0.62206
3304.0127,0.61939
3303.0483,0.61697
3302.0839,0.61514
3301.1195,0.6142
3300.1551,0.61307
3299.1907,0.6104
3298.2263,0.60699
3297.2619,0.60417
3296.2975,0.60185
3295.3331,0.59992
3294.3687,0.59849
3293.4043,0.59661
3292.4399,0.59335
3291.4756,0.58915
3290.5112,0.58584
3289.5468,0.58342
3288.5824,0.58109
3287.618,0.57936
3286.6536,0.57783
3285.6892,0.57541
3284.7248,0.57274
3283.7604,0.57086
3282.796,0.56968
3281.8316,0.56839
3280.8672,0.56711
3279.9028,0.56607
3278.9384,0.56533
3277.974,0.56464
3277.0096,0.5633
3276.0453,0.56143
3275.0809,0.56039
3274.1165,0.56034
3273.1521,0.55975
3272.1877,0.55861
3271.2233,0.55777
3270.2589,0.55718
3269.2945,0.55698
3268.3301,0.55777
3267.3657,0.55905
3266.4013,0.5592
3265.4369,0.55806
3264.4725,0.55688
3263.5081,0.55634
3262.5437,0.55604
3261.5793,0.55584
3260.615,0.55634
3259.6506,0.55757
3258.6862,0.559
3257.7218,0.56039
3256.7574,0.56128
3255.793,0.56192
3254.8286,0.56281
3253.8642,0.5639
3252.8998,0.56548
3251.9354,0.56731
3250.971,0.56913
3250.0066,0.57111
3249.0422,0.57304
3248.0778,0.57467
3247.1134,0.5761
3246.149,0.57768
3245.1847,0.57971
3244.2203,0.58164
3243.2559,0.58347
3242.2915,0.58628
3241.3271,0.58935
3240.3627,0.59078
3239.3983,0.59127
3238.4339,0.5928
3237.4695,0.59572
3236.5051,0.59878
3235.5407,0.60071
3234.5763,0.60185
3233.6119,0.60303
3232.6475,0.60442
3231.6831,0.6057
3230.7188,0.60699
3229.7544,0.60798
3228.79,0.60882
3227.8256,0.6104
3226.8612,0.61228
3225.8968,0.61341
3224.9324,0.61391
3223.968,0.61509
3223.0036,0.61712
3222.0392,0.61895
3221.0748,0.62003
3220.1104,0.62063
3219.146,0.62097
3218.1816,0.62161
3217.2172,0.623
3216.2528,0.62522
3215.2885,0.6275
3214.3241,0.62927
3213.3597,0.63125
3212.3953,0.63323
3211.4309,0.63481
3210.4665,0.63654
3209.5021,0.63856
3208.5377,0.64039
3207.5733,0.64173
3206.6089,0.64281
3205.6445,0.64395
3204.6801,0.64534
3203.7157,0.64697
3202.7513,0.6486
3201.7869,0.64944
3200.8225,0.65038
