Wavenumber,Transmission
cm^{-1},a.u.
2978.0476,0.62646
2977.0832,0.62681
2976.1188,0.62726
2975.1544,0.62756
2974.19,0.62747
2973.2256,0.62711
2972.2613,0.62666
2971.2969,0.62628
2970.3325,0.62637
2969.3681,0.62706
2968.4037,0.62781
2967.4393,0.62807
2966.4749,0.62799
2965.5105,0.62787
2964.5461,0.62784
2963.5817,0.62805
2962.6173,0.62855
2961.6529,0.62901
2960.6885,0.62906
2959.7241,0.62883
2958.7597,0.62869
2957.7953,0.62882
2956.831,0.62895
2955.8666,0.62859
2954.9022,0.62761
2953.9378,0.6265
2952.9734,0.62576
2952.009,0.62533
2951.0446,0.62488
2950.0802,0.62431
2949.1158,0.6238
2948.1514,0.62354
2947.187,0.62344
2946.2226,0.62318
2945.2582,0.62267
2944.2938,0.62212
2943.3294,0.62186
2942.365,0.622
2941.4007,0.62229
2940.4363,0.62227
2939.4719,0.62189
2938.5075,0.62173
2937.5431,0.62213
2936.5787,0.62291
2935.6143,0.62357
2934.6499,0.62359
2933.6855,0.62287
2932.7211,0.62188
2931.7567,0.62131
2930.7923,0.62151
2929.8279,0.6223
2928.8635,0.62318
2927.8991,0.62373
2926.9347,0.62375
2925.9704,0.62319
2925.006,0.62246
2924.0416,0.62217
2923.0772,0.62239
2922.1128,0.62263
2921.1484,0.62251
2920.184,0.62219
2919.2196,0.62196
2918.2552,0.62191
2917.2908,0.62201
2916.3264,0.62247
2915.362,0.6233
2914.3976,0.62402
2913.4332,0.62424
2912.4688,0.624
2911.5044,0.6234
2910.5401,0.62241
2909.5757,0.62133
2908.6113,0.62081
2907.6469,0.6212
2906.6825,0.62207
2905.7181,0.62261
2904.7537,0.62244
2903.7893,0.62183
2902.8249,0.62117
2901.8605,0.62067
2900.8961,0.62049
2899.9317,0.62071
2898.9673,0.62102
2898.0029,0.62104
2897.0385,0.62068
2896.0742,0.62
2895.1098,0.61912
2894.1454,0.61818
2893.181,0.61744
2892.2166,0.61717
2891.2522,0.61738
2890.2878,0.61764
2889.3234,0.61764
2888.359,0.61743
2887.3946,0.61706
2886.4302,0.61637
2885.4658,0.61546
2884.5014,0.61474
2883.537,0.61447
2882.5726,0.61453
2881.6082,0.61458
2880.6439,0.61447
2879.6795,0.61431
2878.7151,0.61429
2877.7507,0.61462
2876.7863,0.61523
2875.8219,0.61564
2874.8575,0.61547
2873.8931,0.61502
2872.9287,0.61493
2871.9643,0.61547
2870.9999,0.61622
2870.0355,0.61669
2869.0711,0.61685
2868.1067,0.61681
2867.1423,0.61654
2866.1779,0.61624
2865.2136,0.6165
2864.2492,0.61761
2863.2848,0.61913
2862.3204,0.62019
2861.356,0.62041
2860.3916,0.62021
2859.4272,0.62014
2858.4628,0.62022
2857.4984,0.6202
2856.534,0.62018
2855.5696,0.62061
2854.6052,0.62175
2853.6408,0.62342
2852.6764,0.62506
2851.712,0.626
