Depth,Load
nm,\muN
306.3574,441.6701
306.266,440.10112
306.2245,438.53581
306.0215,437.09411
305.8468,435.62164
305.6345,434.18381
305.3957,432.66471
305.1752,431.14639
305.1294,429.68381
305.0046,428.1422
304.6484,426.7236
304.4387,425.21712
304.2404,423.61777
304.0723,422.15909
303.9007,420.70895
303.8407,419.24899
303.64,417.77293
303.3101,416.27112
303.2438,414.79701
303.2328,413.27977
302.8793,411.85777
302.6109,410.36754
302.388,408.78636
302.32,407.30463
302.0502,405.85857
301.9685,404.39474
301.736,402.90931
301.5263,401.37699
301.4163,399.90136
301.324,398.38867
301.0577,396.93741
300.7845,395.43591
300.5675,393.84608
300.3144,392.41708
300.2496,390.93752
300.0551,389.50934
299.9591,387.97865
299.6406,386.48801
299.3621,385.0547
299.3013,383.52805
299.0376,382.10336
298.9814,380.5135
298.6646,379.01303
298.4738,377.55876
298.3173,376.07931
298.2072,374.62311
297.9916,373.06054
297.8064,371.58524
297.4538,370.13365
297.2299,368.63652
297.0089,367.19373
296.8801,365.47794
296.7521,363.99597
296.5708,362.54765
296.3164,361.13259
296.1257,359.6633
295.8288,358.16845
295.5819,356.71837
295.4968,355.22132
295.2771,353.78546
294.9657,352.2815
295.0404,350.71778
294.8085,349.26504
294.5923,347.82565
294.3301,346.38238
294.1174,344.84018
293.9094,343.38042
293.605,341.92487
293.4524,340.44754
293.1474,338.99015
292.9662,337.39489
292.8673,335.92888
292.7049,334.48611
292.399,333.05918
292.0098,331.59618
292.0308,330.06951
291.7431,328.62218
291.6099,327.14119
291.3466,325.70982
290.9711,324.12201
290.8727,322.66229
290.7591,321.18852
290.5532,319.7459
290.208,318.25819
289.9624,316.75895
289.7411,315.29894
289.5569,313.80433
289.2433,312.38061
289.0424,310.73218
288.8521,309.28918
288.4764,307.87922
288.4652,306.4144
288.213,304.92873
287.926,303.44816
287.6896,301.9972
287.5092,300.53424
287.2888,299.0679
287.0159,297.50744
286.796,296.06289
286.5751,294.61293
286.2328,293.18626
285.9685,291.66041
285.8212,290.18929
285.5772,288.70741
285.4241,287.24228
285.1443,285.72781
284.9718,284.19228
284.6611,282.76371
284.3821,281.33332
284.2257,279.87014
283.9488,278.35598
283.6617,276.92868
283.491,275.42908
283.1722,274.00436
282.9231,272.41929
282.8051,270.94555
282.5807,269.49212
282.2894,268.05726
281.963,266.54146
281.7855,265.06405
281.5935,263.57243
281.2421,262.139
280.8757,260.61339
280.7517,259.05421
280.5853,257.61167
280.1482,256.22784
279.9632,254.73852
279.7603,253.24818
279.5123,251.80157
279.1875,250.36991
278.9192,248.90014
278.7175,247.34922
278.484,245.90976
278.341,244.45652
278.1225,243.00182
277.6527,241.51363
277.2772,240.09095
276.9698,238.63067
277.0635,237.11102
276.6208,235.57038
276.1187,234.17615
276.0947,232.71018
275.7319,231.27762
275.4058,229.77902
275.1909,228.33451
274.8146,226.89301
274.6146,225.41493
274.3707,223.85996
274.1722,222.40654
273.8373,220.97868
273.5913,219.50143
273.4265,217.97668
273.0845,216.53555
272.7096,215.0851
272.3832,213.5874
272.0239,212.07627
271.8097,210.63493
271.5806,209.20506
271.2783,207.72916
270.9066,206.28542
270.5987,204.84229
270.3276,203.40059
269.9713,201.87043
269.676,200.42002
269.1862,199.01336
269.142,197.5429
268.9636,195.99164
268.433,194.59626
268.3385,193.09349
267.9839,191.62782
267.7999,190.0834
267.1704,188.70801
266.8118,187.29453
266.6444,185.78999
266.3475,184.33014
266.0636,182.86878
265.6831,181.45302
265.3717,179.88533
264.8432,178.49762
264.6956,177.03098
264.3692,175.56794
264.0453,174.0805
263.6344,172.63378
263.2555,171.19768
263.1273,169.5937
262.7917,168.12791
262.4403,166.72871
262.1446,165.29178
261.7835,163.82043
261.3633,162.40605
260.9799,160.98714
260.6781,159.47063
260.4808,157.99999
259.9773,156.59651
259.6597,155.15497
259.3022,153.68525
258.8982,152.24154
258.5897,150.81016
258.2593,149.26322
258.0001,147.81955
257.4605,146.44486
257.1381,144.98364
256.6848,143.55415
256.1691,142.13563
256.0049,140.66078
255.742,139.1247
255.3698,137.70456
254.8766,136.31296
254.5202,134.81319
254.2178,133.36778
253.7855,131.92435
253.4727,130.41579
253.0711,128.94898
252.6789,127.54864
252.1985,126.13951
251.8767,124.67809
251.5018,123.24532
251.1254,121.81305
250.7311,120.30713
250.2627,118.90439
249.8875,117.49421
249.5388,115.98743
249.1287,114.56618
248.7935,113.12656
248.2475,111.63336
247.6935,110.23384
247.3047,108.83214
246.7956,107.38275
246.4888,105.93441
246.0179,104.51871
245.6653,103.01386
245.1951,101.58178
244.7021,100.18707
244.2008,98.725868
243.8212,97.277863
243.4652,95.83283
242.9533,94.326193
242.4347,92.912949
241.9317,91.535651
241.5122,90.079265
241.0462,88.671319
240.7203,87.240033
240.1335,85.769616
239.5413,84.391076
238.9676,83.005811
238.5327,81.544548
237.8869,80.156783
237.346,78.726616
236.9853,77.239481
236.4212,75.86118
235.8738,74.449032
235.3459,73.032625
234.8114,71.63013
234.364,70.145073
233.9066,68.722091
233.1022,67.372541
232.6832,65.898685
232.0635,64.500513
231.5323,63.055482
231.0241,61.600774
230.394,60.247316
229.8073,58.825436
229.1261,57.449887
228.5388,56.046285
228.0246,54.588173
227.2898,53.233038
226.6079,51.826972
226.075,50.408541
225.4289,49.010557
224.7831,47.566984
224.0187,46.227899
223.4173,44.81277
222.7144,43.430835
222.072,42.027355
221.1177,40.649708
220.6118,39.250795
219.8557,37.841056
219.1046,36.461625
218.4128,35.040754
217.8098,33.617094
216.9279,32.299948
216.2607,30.904674
215.4028,29.567181
214.7412,28.138584
213.9477,26.795416
212.944,25.459438
211.9358,24.13161
211.0081,22.771688
210.298,21.378101
209.5394,20.028989
208.4247,18.71418
207.3869,17.39492
206.4198,16.020759
205.4209,14.714678
204.3118,13.379522
203.2436,12.064735
202.3097,10.665172
201.0648,9.421204
200.0288,8.089391
199.0196,6.77659
197.6398,5.483131
196.4535,4.213583
195.283,2.897587
193.717,1.665646
192.1573,0.40475
190.5943,-0.804093
189.0762,-2.046056
187.1655,-3.22534
185.1996,-4.390332
182.678,-5.452334
179.7748,-6.447263
175.2434,-7.200774
151.4926,-4.421848
128.1269,-1.739747
116.5193,-1.16843
110.8294,-1.649466
102.9035,-1.743716
92.14647,-1.327833
83.52224,-1.292099
75.82512,-1.409815
66.61947,-1.267565
57.69569,-1.180902
49.66989,-1.248433
40.95333,-1.206322
31.9506,-1.099465
23.63395,-1.103116
15.66212,-0.51368
