Velocity,NormIntensity
mm/s,a.u.
1.1155,0.87245
1.1276,0.85632
1.1398,0.83764
1.1519,0.81646
1.164,0.79308
1.1761,0.76804
1.1883,0.74218
1.2004,0.7165
1.2125,0.69209
1.2246,0.66996
1.2368,0.65092
1.2489,0.63549
1.261,0.62386
1.2731,0.61596
1.2853,0.6115
1.2974,0.61008
1.3095,0.61127
1.3216,0.61461
1.3337,0.61968
1.3459,0.62607
1.358,0.63337
1.3701,0.64116
1.3822,0.64901
1.3944,0.65651
1.4065,0.66318
1.4186,0.66859
1.4307,0.67232
1.4429,0.674
1.455,0.67338
1.4671,0.67035
1.4792,0.66499
1.4914,0.65757
1.5035,0.64858
1.5156,0.6387
1.5277,0.62868
1.5399,0.61932
1.552,0.61135
1.5641,0.60536
1.5762,0.60176
1.5884,0.60075
1.6005,0.60236
1.6126,0.60646
1.6247,0.61282
1.6369,0.62118
1.649,0.63123
1.6611,0.64272
1.6732,0.65539
1.6854,0.66902
1.6975,0.68339
1.7096,0.69831
1.7217,0.71362
1.7339,0.72914
1.746,0.74473
1.7581,0.76026
1.7703,0.7756
1.7824,0.79063
1.7945,0.80527
1.8066,0.81942
1.8188,0.83301
1.8309,0.84599
1.843,0.85831
1.8551,0.86994
1.8673,0.88086
1.8794,0.89107
1.8915,0.90055
1.9036,0.90933
1.9158,0.91742
1.9279,0.92484
1.94,0.93162
1.9521,0.9378
1.9643,0.94341
1.9764,0.94848
1.9885,0.95306
2.0006,0.95718
2.0128,0.96088
2.0249,0.9642
2.037,0.96718
2.0491,0.96984
2.0612,0.97222
2.0734,0.97435
2.0855,0.97625
2.0976,0.97795
2.1098,0.97948
2.1219,0.98085
2.134,0.98207
2.1461,0.98318
2.1582,0.98418
2.1704,0.98508
2.1825,0.9859
2.1946,0.98664
2.2067,0.98732
2.2189,0.98793
2.231,0.9885
2.2431,0.98902
2.2553,0.9895
2.2674,0.98995
2.2795,0.99036
2.2916,0.99074
2.3037,0.99109
2.3159,0.99143
2.328,0.99174
2.3401,0.99203
2.3523,0.9923
2.3644,0.99255
2.3765,0.99279
2.3886,0.99302
2.4007,0.99323
2.4129,0.99343
2.425,0.99362
2.4371,0.9938
2.4493,0.99397
2.4614,0.99413
2.4735,0.99429
2.4856,0.99443
2.4977,0.99457
2.5099,0.9947
2.522,0.99482
2.5341,0.99493
2.5463,0.99504
2.5584,0.99515
2.5705,0.99525
2.5826,0.99534
2.5947,0.99543
2.6069,0.99551
2.619,0.99559
2.6311,0.99567
2.6433,0.99574
2.6554,0.99581
2.6675,0.99587
2.6796,0.99593
2.6917,0.99599
2.7039,0.99604
2.716,0.99609
2.7281,0.99613
2.7403,0.99617
2.7524,0.99621
2.7645,0.99625
2.7766,0.99628
2.7887,0.99632
2.8009,0.99634
2.813,0.99637
2.8251,0.99639
2.8373,0.99641
2.8494,0.99643
2.8615,0.99645
2.8736,0.99646
2.8857,0.99647
2.8979,0.99648
2.91,0.99648
2.9221,0.99649
2.9343,0.99649
2.9464,0.99649
2.9585,0.99648
2.9706,0.99648
2.9827,0.99647
2.9949,0.99646
3.007,0.99645
3.0191,0.99644
3.0312,0.99642
3.0434,0.9964
3.0555,0.99638
3.0676,0.99636
3.0798,0.99633
3.0919,0.99631
3.104,0.99628
3.1161,0.99625
3.1282,0.99621
3.1404,0.99618
3.1525,0.99614
3.1646,0.9961
3.1768,0.99605
3.1889,0.99601
3.201,0.99596
3.2131,0.99591
3.2252,0.99585
3.2374,0.9958
3.2495,0.99574
3.2616,0.99568
3.2738,0.99561
3.2859,0.99555
3.298,0.99548
3.3101,0.9954
3.3222,0.99533
3.3344,0.99525
3.3465,0.99516
3.3586,0.99508
3.3708,0.99499
3.3829,0.9949
3.395,0.9948
3.4071,0.9947
3.4192,0.99459
3.4314,0.99448
3.4435,0.99437
3.4556,0.99425
3.4678,0.99413
3.4799,0.99401
3.492,0.99387
3.5041,0.99374
3.5162,0.9936
3.5284,0.99345
3.5405,0.99329
3.5526,0.99314
3.5648,0.99297
3.5769,0.9928
3.589,0.99262
3.6011,0.99243
3.6132,0.99224
3.6254,0.99204
3.6375,0.99183
3.6496,0.99161
3.6618,0.99139
3.6739,0.99115
3.686,0.9909
3.6981,0.99065
3.7102,0.99038
3.7224,0.9901
3.7345,0.98981
3.7466,0.9895
3.7588,0.98919
3.7709,0.98885
3.783,0.98851
3.7951,0.98814
3.8072,0.98776
3.8194,0.98736
3.8315,0.98694
3.8436,0.9865
3.8558,0.98604
3.8679,0.98555
3.88,0.98504
3.8921,0.98451
3.9043,0.98394
3.9164,0.98334
3.9285,0.98271
3.9406,0.98204
3.9527,0.98133
3.9649,0.98058
3.977,0.97979
3.9891,0.97894
4.0012,0.97804
4.0134,0.97709
4.0255,0.97606
4.0376,0.97497
4.0498,0.9738
4.0619,0.97254
4.074,0.97119
4.0861,0.96973
4.0983,0.96815
4.1104,0.96644
4.1225,0.96459
4.1346,0.96256
4.1467,0.96034
4.1589,0.95791
4.171,0.95522
4.1831,0.95223
4.1952,0.94891
4.2074,0.94519
4.2195,0.941
4.2316,0.93626
4.2438,0.93086
4.2559,0.92469
4.268,0.91761
4.2801,0.90947
4.2923,0.90008
4.3044,0.88926
4.3165,0.87681
4.3286,0.86253
4.3407,0.84624
4.3529,0.82776
4.365,0.80699
4.3771,0.78385
4.3892,0.75834
4.4014,0.73053
4.4135,0.70057
4.4256,0.66869
4.4378,0.63518
4.4499,0.6004
4.462,0.56475
4.4741,0.52866
4.4863,0.49255
4.4984,0.45687
4.5105,0.42203
4.5226,0.38844
4.5347,0.35646
4.5469,0.32641
4.559,0.29858
4.5711,0.2732
4.5832,0.25046
4.5954,0.23051
4.6075,0.21344
4.6196,0.1993
4.6318,0.18813
4.6439,0.17992
4.656,0.17464
4.6681,0.17223
4.6803,0.17264
4.6924,0.1758
4.7045,0.18162
4.7166,0.19
4.7287,0.20084
4.7409,0.21401
4.753,0.22939
4.7651,0.24683
4.7773,0.26616
4.7894,0.28721
4.8015,0.30979
4.8136,0.33369
4.8258,0.3587
4.8379,0.38461
4.85,0.41121
4.8621,0.43827
4.8742,0.46559
4.8864,0.49298
4.8985,0.52024
4.9106,0.5472
4.9227,0.57371
4.9349,0.59963
4.947,0.62483
4.9591,0.64921
4.9713,0.6727
4.9834,0.6952
4.9955,0.71669
5.0076,0.73711
5.0198,0.75645
5.0319,0.7747
5.044,0.79185
5.0561,0.80792
5.0682,0.82292
5.0804,0.83689
5.0925,0.84985
